封面,名称,类型,排名,话数,放送时间,导演,声优,脚本,评分,评分人数
https://lain.bgm.tv/pic/cover/s/16/e6/13823_ghmG8.jpg,海豚便利店,OVA,1713,1,2004年6月10日,大地丙太郎,齋藤彩夏、名塚佳織、東野佑美,"['大地丙太郎', '柴田由香']",7.2,162
https://lain.bgm.tv/pic/cover/s/dc/f8/26592_eINGV.jpg,迷宫物语,剧场版,1714,3,1989年4月15日,未知,,[],7.2,274
https://lain.bgm.tv/pic/cover/s/9d/b1/54258_rSL5O.jpg,天地无用! 魉皇鬼 第3期,OVA,1715,7,2003年9月18日,未知,高田由美、折笠愛、菊池正美、横山智佐、小桜エツコ、小林優子、永島由子、篠原恵美、杉田郁子,[],7.2,73
https://lain.bgm.tv/pic/cover/s/dd/ee/2411_CfEvM.jpg,天使的小生意气,TV,1716,50,2002年4月6日,奥脇雅晴,,['西森博之（天使な小生意気小学館『週刊少年サンデー』）'],7.2,122
https://lain.bgm.tv/pic/cover/s/0c/6f/221781_oL8PO.jpg,进击的巨人 LOST GIRLS,OVA,1717,3,2017年12月8日,肥塚正史,石川由依、嶋村侑、梶裕貴、井上麻里奈、渡辺明乃、杉田智和、土田大,"['諫山創', '浅野恭司']",7.2,744
https://lain.bgm.tv/pic/cover/s/56/4c/114968_Cj1aA.jpg,无头骑士异闻录×2 结,TV,1718,12,2016年1月9日,大森貴弘,沢城みゆき、豊永利行、宮野真守、花澤香菜、神谷浩史、小野大輔、福山潤、桑島法子、中村悠一,['成田良悟'],7.2,2220
https://lain.bgm.tv/pic/cover/s/73/5f/47243_Li3Vi.jpg,阿拉蕾,TV,1719,243,1981年4月8日,鳥山明,小山茉美、中野聖子、戸谷公次,['前田实'],7.2,196
https://lain.bgm.tv/pic/cover/s/ec/16/171366_Q30lW.jpg,虎面人W,TV,1720,38,2016年10月1日,梶原一騎,八代拓、梅原裕一郎、三森すずこ、竹本英史、内匠靖明、福山潤、森田成一、鈴村健一、田中亮一,['香川久'],7.2,81
https://lain.bgm.tv/pic/cover/s/08/3a/266794_4h8ov.jpg,新石纪,TV,1721,24,2019年7月5日,飯野慎也,小松未可子、小林裕介、田村睦心、古川慎、市ノ瀬加那、沼倉愛美、泊明日菜、佐藤元、中村悠一、寺崎裕香、前野智昭、村瀬歩、上田麗奈,"['稲垣理一郎・Boichi', '岩佐裕子副：村谷貴志、寺尾憲治']",7.2,2636
https://lain.bgm.tv/pic/cover/s/28/d4/3768_bKzM8.jpg,Da!Da!Da!,TV,1722,78,2000年4月4日,桜井弘明,田中完,"['川村美香', '音地正行']",7.2,99
https://lain.bgm.tv/pic/cover/s/e8/25/3173_IM2X2.jpg,超时空要塞 Flash Back 2012,OVA,1724,1,1987年6月21日,河森正治,土井美加,"['スタジオぬえ', '美樹本晴彦']",7.2,227
https://lain.bgm.tv/pic/cover/s/37/5a/98371_zdWKw.jpg,某科学的超电磁炮 OVA,OVA,1725,1,2010年10月29日,長井龍雪,伊藤かな恵、佐藤利奈、新井里美、豊崎愛生、寿美菜子、戸松遥、南條愛乃、植田佳奈、阿部敦,"['鎌池和馬＋冬川基', '田中雄一']",7.2,3220
https://lain.bgm.tv/pic/cover/s/d1/d6/9540_I2Y5W.jpg,聪明的一休,TV,1726,296,1975年10月15日,未知,藤田淑子、はせさん治、井上和彦、神谷明、鈴木富子、野田圭一、キートン山田、緒方賢一、吉田理保子、増山江威子、坪井章子,[],7.2,900
https://lain.bgm.tv/pic/cover/s/4a/17/25077_nyGs9.jpg,美女与野兽,剧场版,1727,1,1991年11月22日,加里·特洛斯达勒,,['柯克·维斯'],7.2,410
https://lain.bgm.tv/pic/cover/s/98/a3/88493_tKAht.jpg,一周的朋友。,TV,1728,12,2014年4月6日,葉月抹茶,山谷祥生、雨宮天、大久保瑠美、細谷佳正、中原麻衣、間島淳司、浅沼晋太郎、角元明日香,[],7.2,3440
https://lain.bgm.tv/pic/cover/s/44/ae/34447_4NZ4D.jpg,白鸽岛,TV,1729,52,2003年,王世加,,[],7.2,58
https://lain.bgm.tv/pic/cover/s/13/fb/9566_Rz4R0.jpg,龙珠GT,TV,1730,64,1996年2月7日,鳥山明,堀川りょう、野沢雅子、草尾毅、皆口裕子、千葉繁、玄田哲章、山田栄子、皆口裕子、野沢雅子,['中鶴勝祥'],7.2,836
https://lain.bgm.tv/pic/cover/s/07/86/116742_U6oCo.jpg,死亡游行,TV,1731,12,2015年1月9日,未知,前野智昭、瀬戸麻沙美、大久保瑠美、細谷佳正、内山昂輝、白石涼子、柚木涼香、玄田哲章、種﨑敦美,[],7.2,2239
https://lain.bgm.tv/pic/cover/s/b2/88/108595_Af0Lu.jpg,钻石王牌 OAD,OVA,1732,3,2014年11月17日,浜名孝行,,['植田実'],7.2,113
https://lain.bgm.tv/pic/cover/s/eb/8b/54257_eGw55.jpg,天地无用! 魉皇鬼 第2期,OVA,1733,7,1994年9月25日,未知,高田由美、折笠愛、菊池正美、横山智佐、小桜エツコ、小林優子、永島由子、篠原恵美、高木渉,[],7.2,85
https://lain.bgm.tv/pic/cover/s/67/86/1452_t6OA2.jpg,豹头王传说,TV,1734,26,2009年4月5日,村田俊治,堀内賢雄、中原麻衣、代永翼、浅沼晋太郎、小形満、大原さやか、梅津秀行、内田夕夜、樫井笙人,[],7.2,303
https://lain.bgm.tv/pic/cover/s/d0/7e/458_9oV4i.jpg,大雄与银河超特急,剧场版,1735,1,1996年3月2日,未知,小原乃梨子、たてかべ和也,[],7.2,198
https://lain.bgm.tv/pic/cover/s/14/27/18505_PpbfG.jpg,龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~,TV,1736,1,1990年10月17日,未知,野沢雅子、速水奨、飯塚昭三,[],7.2,139
https://lain.bgm.tv/pic/cover/s/54/82/18636_EndQl.jpg,UN-GO,TV,1737,11,2011年10月13日,水島精二,勝地涼、豊崎愛生、松本まりか、三木眞一郎、山本希望、本田貴子、入野自由,[],7.2,2462
https://lain.bgm.tv/pic/cover/s/97/b5/121187_8uDwu.jpg,灰色的迷宫,TV,1738,1,2015年4月12日,天衝,櫻井孝宏、諏訪彩花、友永朱音、瑞沢渓、田中涼子、田口宏子、水橋かおり、民安ともえ、清水愛、やなせなつみ,"['FrontWing', '渡辺明夫']",7.2,1894
https://lain.bgm.tv/pic/cover/s/8c/30/1850_mR0z4.jpg,读或死 TV,TV,1739,26,2003年9月1日,舛成孝二,斎藤千和、平田宏美、菊地祥子、ゆきのさつき、三浦理恵子、根谷美智子、岩崎征実、郷田ほづみ、斎賀みつき,"['倉田英之', '石浜真史']",7.2,718
https://lain.bgm.tv/pic/cover/s/a2/71/253581_1JNKI.jpg,剑网3·侠肝义胆沈剑心,WEB,1740,12,2018年9月21日,王淼,宝木中阳、彭尧、藤新、夏侯落枫、杨凝、郭盛、林强、黎筱濛、图特哈蒙,[],7.2,246
https://lain.bgm.tv/pic/cover/s/11/e9/209060_ZPmrz.jpg,南方公园 第21季,TV,1741,10,2017-09-13,未知,,[],7.2,103
https://lain.bgm.tv/pic/cover/s/82/a8/228407_Xfpla.jpg,剧场版 进击的巨人 Season2～觉醒的咆哮～,剧场版,1742,1,2018年1月13日,未知,梶裕貴、石川由依、井上麻里奈、神谷浩史、谷山紀章、三上枝織、下野紘、細谷佳正、朴璐美,[],7.2,278
https://lain.bgm.tv/pic/cover/s/bb/04/1275_53DJl.jpg,我们的存在,TV,1743,26,2006年7月5日,大地丙太郎,ささきのぞみ、矢崎広、川久保拓司、中山恵里奈、ゆりん、清水香里、榎本温子、寺崎裕香,['小畑友紀'],7.2,796
https://lain.bgm.tv/pic/cover/s/b7/f1/2729_6W76f.jpg,魔力女管家特别篇 我回来了◆欢迎回来,TV,1744,2,2009年10月17日,佐伯昭志,川澄綾子、瀧本富士子、野田圭一、清水愛、水野愛日,"['中山文十郎+ぢたま某', '高村和宏']",7.2,372
https://lain.bgm.tv/pic/cover/s/8a/6b/332570_s0Z33.jpg,迷你龙小剧场,WEB,1745,21,2021年4月7日,クール教信者（双葉社「月刊アクション」連載）,田村睦心、桑原由気、長縄まりあ、高田憂希、髙橋ミナミ、小野大輔、中村悠一、加藤英美里,[],7.2,498
https://lain.bgm.tv/pic/cover/s/a8/0c/16841_8qHqQ.jpg,秀逗魔导士PREMIUM,剧场版,1746,1,2001年12月22日,佐藤顺一,林原めぐみ、松本保典、緑川光、鈴木真仁、石田彰、川村万梨阿,[],7.2,104
https://lain.bgm.tv/pic/cover/s/ec/99/4256_D17Cj.jpg,复苏的天空 -救援之翼-,TV,1747,13,2006-01-08,桜美かつし,宮崎一成、石塚運昇、いずみ尚、小室正幸、小山力也、喜安浩平、笠原留美、志村知幸、能登麻美子,['竹内哲也'],7.2,116
https://lain.bgm.tv/pic/cover/s/b1/82/20056_iD8sx.jpg,复仇者：世上最强英雄组合 第一季,TV,1748,26,2010年10月20日,未知,,[],7.2,54
https://lain.bgm.tv/pic/cover/s/da/0b/4041_Y8z55.jpg,立食师列传,剧场版,1749,1,2006-04-08,押井守,,['押井守'],7.2,136
https://lain.bgm.tv/pic/cover/s/42/54/3795_lEd8M.jpg,我家也有外星人,TV,1750,13,2000年4月26日,佐藤卓哉,宮村優子、川澄綾子、福島潤,['柳田義明、副：田中雄一'],7.2,238
https://lain.bgm.tv/pic/cover/s/f6/0f/209839_gDgiG.jpg,信长的忍者 伊势·金崎篇,TV,1751,26,2017年4月7日,大地丙太郎,水瀬いのり、羽多野渉、村瀬歩、たかはし智秋、山口勝平、釘宮理恵、井上和彦、立花慎之介、高木渉,"['重野なおき（白泉社ヤングアニマル連載）', '山中純子']",7.2,412
https://lain.bgm.tv/pic/cover/s/2c/a1/13041_9n5Yj.jpg,光之美少女全明星DX2 希望之光☆守护彩虹宝石!,剧场版,1752,1,2010年3月20日,未知,,[],7.2,165
https://lain.bgm.tv/pic/cover/s/a6/0c/24649_u0bwg.jpg,圣诞之吻SS+ plus,TV,1753,13,2012年1月5日,小林智樹,名塚佳織、新谷良子、ゆかな、佐藤利奈、今野宏美、伊藤静、阿澄佳奈、前野智昭、門脇舞以,['エンターブレイン'],7.2,1853
https://lain.bgm.tv/pic/cover/s/44/93/28357_guEep.jpg,精灵世纪,TV,1754,52,2006年,未知,,[],7.2,181
https://lain.bgm.tv/pic/cover/s/e2/a7/7654_EKNLt.jpg,鬼公子炎魔,OVA,1755,4,2006年8月25日,神戸守,徳本恭敏,"['永井豪', '小丸敏之']",7.2,109
https://lain.bgm.tv/pic/cover/s/0c/20/84519_MqRMa.jpg,写真馆,剧场版,1756,1,2013年11月9日,なかむらたかし,,[],7.2,167
https://lain.bgm.tv/pic/cover/s/44/ac/2769_H6YNj.jpg,秦时明月之夜尽天明,TV,1757,18,2008年7月17日,温世仁,冯骏骅、沈达威、吴磊、谢添天、刘钦、李立群、罗玉婷,[],7.2,857
https://lain.bgm.tv/pic/cover/s/e2/a2/10597_niGgz.jpg,猫眼女枪手,OVA,1758,3,1995年11月1日,未知,根谷美智子、荒木香衣、田中秀幸、久川綾,[],7.2,177
https://lain.bgm.tv/pic/cover/s/a4/d3/4486_dQJV4.jpg,和殿下一起,OVA,1759,1,2010年3月25日,まんきゅう,鈴木達央、能登麻美子、小野大輔、杉田智和、GACKT,['大羽快'],7.2,258
https://lain.bgm.tv/pic/cover/s/cd/47/4192_t2mZE.jpg,FREEDOM,OVA,1760,7,2006-11-24,未知,浪川大輔、森久保祥太郎、山口勝平、加藤精三、桐本拓哉、松本大、福原耕平,[],7.2,124
https://lain.bgm.tv/pic/cover/s/93/62/162771_0AGFR.jpg,为美好的世界献上祝福！ OAD,OVA,1761,2,2016年6月24日,金﨑貴臣,豊崎愛生、福島潤、雨宮天、高橋李依、茅野愛衣、堀江由衣、諏訪彩花,"['暁なつめ', '菊田幸一']",7.2,2023
https://lain.bgm.tv/pic/cover/s/c8/e0/278899_zYS01.jpg,齐木楠雄的灾难 再始动篇,WEB,1762,6,2019年12月30日,桜井弘明,神谷浩史、鳥海浩輔、東山奈央、茅野愛衣,"['麻生周一「斉木楠雄のΨ難」（集英社ジャンプコミックス刊）', '音地正行']",7.2,1742
https://lain.bgm.tv/pic/cover/s/b9/22/3027_aZq21.jpg,剧场版精灵宝可梦超世代：七夜的许愿星 基拉祈,剧场版,1763,1,2003-07-19,汤山邦彦,大谷育江、犬山イヌコ,"['田尻智、増田順一、杉森建', '毛利和昭、松原徳弘、一石小百合']",7.2,494
https://lain.bgm.tv/pic/cover/s/79/67/43159_12Y5T.jpg,颠倒的帕特玛 初始之日,WEB,1764,4,2012年2月25日,吉浦康裕,,[],7.2,406
https://lain.bgm.tv/pic/cover/s/55/c6/21233_M1MdP.jpg,魔卡少女樱 知世的活跃日记,OVA,1765,3,2000年5月25日,未知,丹下桜、岩男潤子,[],7.2,324
https://lain.bgm.tv/pic/cover/s/2b/fb/38711_PF0qY.jpg,至net奇兵 第一季,TV,1766,26,2003年9月3日,未知,,[],7.2,65
https://lain.bgm.tv/pic/cover/s/0d/a3/91442_J5Ldd.jpg,世界第一初恋 情人节篇,剧场版,1767,1,2014-03-15,未知,堀内賢雄,[],7.2,247
https://lain.bgm.tv/pic/cover/s/9f/c6/3781_C74jp.jpg,秀逗魔导士 剧场版,剧场版,1768,1,1995-08-05,未知,林原めぐみ、川村万梨阿、玄田哲章、高山みなみ,[],7.2,162
https://lain.bgm.tv/pic/cover/s/e9/5a/8372_1xSE3.jpg,甜甜私房猫 OAD,OVA,1769,1,2010-04-23,浅香守生,,"['こなみかなた', '小林明美']",7.2,72
https://lain.bgm.tv/pic/cover/s/74/fc/227532_6Hmih.jpg,饮湖上初晴后雨,WEB,1770,1,2017年10月10日,彭擎政,,['彭擎政、张珑膑'],7.2,213
https://lain.bgm.tv/pic/cover/s/5c/34/100443_2SGZ5.jpg,东京残响,TV,1771,11,2014年7月10日,未知,石川界人、斉藤壮馬、種﨑敦美、咲野俊介、潘めぐみ、手塚秀彰、逢笠恵祐、坂本くんぺい、桑畑裕輔,[],7.2,4475
https://lain.bgm.tv/pic/cover/s/07/60/1583_n3zxN.jpg,电影少女,OVA,1773,6,1992年3月27日,西久保瑞穂,林原めぐみ、池本小百合,['桂正和'],7.2,235
https://lain.bgm.tv/pic/cover/s/3d/48/6998_ssCS9.jpg,最游记外传,OVA,1774,3,2011-03-25,葛谷直行,保志総一朗、関俊彦、平田広明、石田彰、五十嵐麗、幸田夏穂、稲葉実、東地宏樹,"['峰倉かずや', '原田峰文']",7.2,179
https://lain.bgm.tv/pic/cover/s/95/e2/13971_xaBEg.jpg,罗德斯岛战记-英雄骑士传-,TV,1775,27,1998年4月1日,高本宣弘,神奈延年、野田順子、新山志保、野島健児、沢口千恵、西原久美子、速水奨、太田真一郎、宮本充、富沢美智恵,"['水野良', 'そえたかずひろ、あずまのこうじ／佐々木敏子']",7.2,212
https://lain.bgm.tv/pic/cover/s/93/07/61479_L9y4J.jpg,星银岛,剧场版,1776,1,2002年11月27日,未知,,[],7.2,71
https://lain.bgm.tv/pic/cover/s/5d/13/28687_2biuM.jpg,罗马浴场,TV,1777,3,2012年1月12日,ヤマザキマリ,FROGMAN、東地宏樹、大塚明夫、稲田徹、内田直哉,[],7.2,1048
https://lain.bgm.tv/pic/cover/s/e6/52/36226_25f5u.jpg,白雪公主和七个小矮人,剧场版,1778,1,1937年12月21日,DavidHand(supervising),,"['WilliamCottrell', 'WilfredJackson', 'LarryMorey', 'PercePearce', 'BenSharpsteen']",7.2,314
https://lain.bgm.tv/pic/cover/s/cb/9e/107186_GHZ4g.jpg,怪盗Joker,TV,1779,13,2014年10月6日,たかはしひでやす,村瀬歩、小林由美子、下野紘、沢城みゆき、島田敏、久野美咲、龍田直樹、斉藤壮馬、小野健一,[],7.2,157
https://lain.bgm.tv/pic/cover/s/24/c9/109613_vVucT.jpg,蝙蝠侠：突袭阿卡姆,剧场版,1780,1,2014-07-29,杰伊·欧力瓦,Kevin Conroy,[],7.2,74
https://lain.bgm.tv/pic/cover/s/6a/6e/102774_ADLEk.jpg,百日红,剧场版,1781,1,2015-05-09,未知,,[],7.2,246
https://lain.bgm.tv/pic/cover/s/85/63/95784_69vkq.jpg,乐高大电影,剧场版,1782,1,2014-02-07(美国),菲尔·罗德,,['克里斯托弗·米勒'],7.2,176
https://lain.bgm.tv/pic/cover/s/75/e3/2617_7c8Cr.jpg,天降之物,TV,1783,14,2009年10月4日,斎藤久,保志総一朗、早見沙織、野水伊織、美名、鈴木達央、高垣彩陽、豊崎愛生、大亀あすか,"['水無月すう（月刊「少年エース」連載、角川コミックス・エース刊）', '渡邊義弘']",7.2,4282
https://lain.bgm.tv/pic/cover/s/4f/ea/18046_9qYF8.jpg,棒球英豪2 再见的礼物,剧场版,1784,1,1986年12月13日,はしもとなおと,小室正幸,['あだち充'],7.2,60
https://lain.bgm.tv/pic/cover/s/06/52/79689_FavAi.jpg,银河英雄传说外传 第三次提亚马特会战,OVA,1785,2,2000年7月21日,未知,,[],7.2,85
https://lain.bgm.tv/pic/cover/s/29/26/7217_hp8G2.jpg,闪灵二人组,TV,1786,49,2002-10-05,古橋一浩、元永慶太郎,森久保祥太郎、神奈延年、保志総一朗、飛田展男、桑谷夏子、夏樹リオ、星野貴紀、斎賀みつき,"['青樹佑夜（亜樹直）、綾峰欄人(「週刊少年マガジン」)', '中嶋敦子']",7.2,774
https://lain.bgm.tv/pic/cover/s/bd/5a/2128_Uxudb.jpg,雷顿教授与永远的歌姬,剧场版,1787,1,2009年12月19日,橋本昌和,大泉洋、堀北真希、水樹奈々,"['レベルファイブ', '杉光登']",7.2,353
https://lain.bgm.tv/pic/cover/s/ff/7d/1912_P1NaC.jpg,七武士,TV,1788,26,2004年6月12日,未知,てらそままさき、斎藤千和、子安武人、池水通洋、朴璐美、稲田徹、草野徹、折笠富美子、三木眞一郎,[],7.2,365
https://lain.bgm.tv/pic/cover/s/1e/eb/24154_kI3w5.jpg,恶魔人 妖鸟死丽濡篇,OVA,1789,1,1990年2月25日,未知,速水奨、榊原良子、水島裕、石塚運昇,[],7.2,169
https://lain.bgm.tv/pic/cover/s/7c/99/251060_88QKZ.jpg,钱进球场 第二季,TV,1790,12,2018年10月5日,森高夕次(コージィ城倉)、アダチケイジ「グラゼニ」（モーニング,落合福嗣、M・A・O、二又一成、乃村健次、石野竜三、浪川大輔、星野貴紀,['講談社）'],7.2,414
https://lain.bgm.tv/pic/cover/s/55/3a/11647_GSlAa.jpg,秀逗魔导士GORGEOUS,剧场版,1791,1,1998年8月1日,未知,林原めぐみ、川村万梨阿,[],7.2,114
https://lain.bgm.tv/pic/cover/s/57/35/160124_Yhhq2.jpg,食戟之灵 贰之皿,TV,1792,13,2016年7月2日,米たにヨシトモ,松岡禎丞、種田梨沙、髙橋ミナミ、櫻井孝宏、内田真礼、茅野愛衣、村田太志、小林裕介、石上静香,['附田祐斗・佐伯俊'],7.2,3293
https://lain.bgm.tv/pic/cover/s/3b/b3/10481_Os4DY.jpg,暴力云与送子鹳,剧场版,1793,1,2009年5月29日,PeterSohn,,[],7.2,228
https://lain.bgm.tv/pic/cover/s/71/23/85423_J4sbE.jpg,阿茹茉妮,剧场版,1794,1,2014-03-01,吉浦康裕,上田麗奈、松岡禎丞、沼倉愛美、大地葉、松本健太、岩崎了、古川慎、東内マリ子、飯田友子,['板垣敦'],7.2,1199
https://lain.bgm.tv/pic/cover/s/ea/36/42097_HKspt.jpg,秀逗魔导士GREAT,剧场版,1795,1,1997年8月2日,未知,林原めぐみ、川村万梨阿,[],7.2,80
https://lain.bgm.tv/pic/cover/s/e1/8b/20996_eY8E7.jpg,陆奥圆明流外传 修罗之刻,TV,1796,26,2004年4月6日,未知,,[],7.2,66
https://lain.bgm.tv/pic/cover/s/7a/9e/7597_2uycz.jpg,大江户火箭,TV,1797,26,2007年4月3日,水島精二,藤村知可、若本規夫、山寺宏一、早水リサ、川島得愛、小笠原亜里沙、大川透,"['中島かずき、劇団☆新感線', '吉松孝博、客串：みなもと太郎、内藤泰弘、椎名高志、阿部川キネコ、滝沢のぼる、竹田団吾']",7.2,75
https://lain.bgm.tv/pic/cover/s/a7/e3/41734_2Jajx.jpg,装甲骑兵 幻影篇,OVA,1798,6,2010年3月26日,高橋良輔,,"['矢立肇、高橋良輔', '塩山紀生']",7.2,80
https://lain.bgm.tv/pic/cover/s/f8/d7/83402_BBeb9.jpg,Fate/kaleid liner 魔法少女☆伊莉雅 2wei!,TV,1799,10,2014年7月9日,神保昌登,門脇舞以、名塚佳織、斎藤千和、生天目仁美、杉山紀彰、植田佳奈、伊藤静、高野直子、松来未祐,"['ひろやまひろし・TYPE-MOON', '牛島希']",7.2,2508
https://lain.bgm.tv/pic/cover/s/42/8f/463_8x7NY.jpg,哆啦A梦：大雄的宇宙漂流记,剧场版,1800,1,1999年3月6日,未知,大山のぶ代、肝付兼太,[],7.2,288
https://lain.bgm.tv/pic/cover/s/ed/d8/211438_77x07.jpg,ANEMONE/交响诗篇 Hi-Evolution,剧场版,1801,1,2018年11月10日,吉田健一、藤田しげる、倉島亜由美,小清水亜美、名塚佳織、山崎樹範、三瓶由布子、藤原啓治,[],7.2,146
https://lain.bgm.tv/pic/cover/s/20/78/334400_Y4zsS.jpg,成龙历险记 第三季,TV,1802,17,2002-09-14,未知,石丸博也、James Sie、赵岭、本名陽子、张璐、石井隆夫、赵震、吴汉章、楠見尚己、浦山迅、Clancy Brown、Clancy Brown、赵震、张璐,[],7.2,54
https://lain.bgm.tv/pic/cover/s/1e/83/297969_Cn5jJ.jpg,寒蝉鸣泣之时 业,TV,1803,24,2020年10月1日,川口敬一郎,保志総一朗、中原麻衣、ゆきのさつき、かないみか、田村ゆかり、ゆきのさつき、堀江由衣、大川透、茶風林,"['竜騎士07／07thExpansion', '渡辺明夫、副：岩崎たいすけ、水上ろんど、植田和幸、川村幸祐、中平凱、蟄居太、森川侑紀']",7.2,1602
https://lain.bgm.tv/pic/cover/s/ed/5d/84758_Fh7rB.jpg,天元突破 Parallel Works 2,OVA,1805,7,2010年5月26日,未知,,[],7.2,152
https://lain.bgm.tv/pic/cover/s/98/b2/460_767o6.jpg,大雄的南海大冒险,剧场版,1806,1,1998年3月7日,未知,小原乃梨子、たてかべ和也,[],7.2,223
https://lain.bgm.tv/pic/cover/s/85/d6/5874_b1BYH.jpg,最终兵器彼女 Another love song,OVA,1807,2,2005年8月5日,加瀬充子,森夏姫,['高橋しん'],7.2,407
https://lain.bgm.tv/pic/cover/s/8e/99/11043_18L0s.jpg,破刃之剑 第四章 惨祸之地,剧场版,1808,1,2010年10月30日,羽原信義,保志総一朗、斎藤千和、中村悠一、鳥海浩輔、花澤香菜,"['吉永裕ノ介', '乘田拓茂']",7.2,751
https://lain.bgm.tv/pic/cover/s/da/e0/237852_PPBXt.jpg,岸边露伴一动不动 六壁坂,OVA,1809,1,2018年7月19日,加藤敏幸,種﨑敦美、間島淳司、益山武明、高田憂希、茂木たかまさ、梶裕貴、高木渉、加瀬康之,"['荒木飛呂彦（集英社ジャンプコミックス刊）', '石本峻一、三室健太（替身设计）']",7.2,716
https://lain.bgm.tv/pic/cover/s/0d/d2/269539_DP1pZ.jpg,万国志,WEB,1810,16,2019年9月23日,未知,,[],7.2,128
https://lain.bgm.tv/pic/cover/s/47/81/13679_3UQ0F.jpg,橙路 那个夏天的开始,剧场版,1811,1,1996年11月2日,湯山邦彦,鶴ひろみ,['まつもと泉、寺田憲史'],7.2,77
https://lain.bgm.tv/pic/cover/s/92/a0/3141_BBRcY.jpg,数码宝贝X进化,TV,1812,1,2005年1月3日,角銅博之,高山みなみ、田中秀幸、野田順子、野沢雅子、置鮎龍太郎、平田広明,[],7.2,388
https://lain.bgm.tv/pic/cover/s/37/62/183590_PuQI0.jpg,歌唱秀,剧场版,1813,1,2016-12-21,GarthJennings,Scarlett Johansson、Matthew McConaughey、Seth MacFarlane、John C. Reilly,[],7.2,108
https://lain.bgm.tv/pic/cover/s/8a/eb/68961_893hZ.jpg,哆啦美与哆啦A梦七小子 机器人学校七不思议,剧场版,1814,1,1996年3月2日,未知,大山のぶ代、よこざわけい子、難波圭一、桜井敏治、林原めぐみ、一龍斎貞友、津久井教生、佐藤正治,[],7.2,89
https://lain.bgm.tv/pic/cover/s/85/00/238430_bbkEb.jpg,血界战线 & BEYOND OAD,OVA,1815,1,2018年7月4日,高柳滋仁,,['内藤泰弘(集英社ジャンプコミックス刊)'],7.2,489
https://lain.bgm.tv/pic/cover/s/3b/a9/229154_e3855.jpg,守望先锋：荣耀,WEB,1816,1,2017年11月4日,未知,,[],7.2,152
https://lain.bgm.tv/pic/cover/s/86/6c/96668_cr11I.jpg,刺客信条：余烬,OVA,1817,1,2011-07-21,LaurentBernier,,[],7.2,103
https://lain.bgm.tv/pic/cover/s/79/ae/208754_JyZ00.jpg,徒然Children,TV,1818,12,2017年7月4日,金子ひらく,石川界人、水瀬いのり、前野智昭、小倉唯、小野賢章、佐倉綾音、熊谷健太郎、三宅晴佳、花澤香菜,"['若林稔弥「週刊少年マガジン」連載／講談社', '住本悦子']",7.2,3379
https://lain.bgm.tv/pic/cover/s/3e/6b/25075_1D1Ld.jpg,海底总动员,剧场版,1819,1,2003年5月30日（美国）,AndrewStanton,,[],7.2,1034
https://lain.bgm.tv/pic/cover/s/d0/99/7806_09Jd0.jpg,我们的仙境～Heartful days～,TV,1820,26,2005年1月9日,木村真一郎,白石涼子、新井里美、新井里美、新井里美、新井里美、新井里美、堀江由衣、浅野真澄、藤原美央子,"['小島あきら', '藤井昌宏']",7.2,145
https://lain.bgm.tv/pic/cover/s/8b/1e/7320_ZJeGh.jpg,仓鼠管家,TV,1821,24,1999-08-01,森脇真琴,三石琴乃、富沢美智恵、関智一、岩田光央、荒木香衣、荒木香衣、アンディ・ホリィフィールド,"['伊藤理佐', '大橋幸子']",7.2,127
https://lain.bgm.tv/pic/cover/s/78/f1/282637_sVqeL.jpg,无限之住人-IMMORTAL-,WEB,1822,24,2019年10月10日,沙村広明『無限の住人』（講談社「アフタヌーン」所蔵）,津田健次郎、佐倉綾音、佐々木望、鈴木達央、花輪英司、咲野俊介、桑島法子、ふくまつ進紗、秋元羊介,[],7.2,477
https://lain.bgm.tv/pic/cover/s/f9/0f/290_6Qi5Q.jpg,Fate/stay night,TV,1823,24,2006年1月6日,山口祐司,川澄綾子、野田順子、杉山紀彰、諏訪部順一、田中敦子、門脇舞以、中田譲治、植田佳奈、下屋則子、神奈延年,"['TYPE-MOON', '石原恵治']",7.2,7673
https://lain.bgm.tv/pic/cover/s/d6/55/176025_iFooO.jpg,宇宙战舰大和号2202 爱的战士们 第一章「嚆矢篇」,剧场版,1824,2,2017年2月25日,羽原信義,,"['西崎義展', '結城信輝']",7.2,128
https://lain.bgm.tv/pic/cover/s/8a/5c/156731_K7qxD.jpg,牙狼〈GARO〉-DIVINE FLAME-,剧场版,1825,1,2016年5月21日,未知,堀内賢雄、浪川大輔、野村勝人、朴璐美、小宮有紗、萩原聖人、富田美憂,[],7.2,144
https://lain.bgm.tv/pic/cover/s/68/a5/309670_SCMw3.jpg,关于前辈很烦人的事,TV,1826,12,2021年10月9日,伊藤良太,楠木ともり、武内駿輔、早見沙織、土田玲央、青山玲菜、堀江由衣、古賀葵、大塚明夫、青山穣,"['しろまんた(一迅社「comicPOOL」連載)', '阿部慈光']",7.2,546
https://lain.bgm.tv/pic/cover/s/71/aa/206925_NpRkA.jpg,一人之下 第二季,WEB,1827,24,2017年10月27日,米二(动漫堂),夏侯落枫、早見沙織、小连杀、图特哈蒙、鳥海浩輔、张杰、平川大輔、彭尧、興津和幸、宝木中阳、こばたけまさふみ、楠大典、内野孝聡、吴凌云,['李诗旼(이시민)'],7.2,825
