封面,名称,类型,排名,话数,放送时间,导演,声优,脚本,评分,评分人数
https://lain.bgm.tv/pic/cover/s/c2/4c/253_t3XWb.jpg,星际牛仔,TV,1,26,1998年10月23日,渡辺信一郎,山寺宏一、Steven Blum、石塚運昇、김기현、林原めぐみ、Wendee Lee、多田葵、山寺宏一、若本規夫、高島雅羅、緑川光、堀内賢雄,"['矢立肇', '川元利浩']",9.1,9254
https://lain.bgm.tv/pic/cover/s/a6/66/326_M9f1M.jpg,攻壳机动队 S.A.C. 2nd GIG,TV,2,26,2004年1月1日,神山健治,田中敦子、大塚明夫、阪脩、山寺宏一、仲野裕、大川透、小野塚貴志、玉川砂記子,['士郎正宗'],9.1,5008
https://lain.bgm.tv/pic/cover/s/f2/fc/324_psuXk.jpg,攻壳机动队 STAND ALONE COMPLEX,TV,3,26,2002年10月1日,神山健治,田中敦子、大塚明夫、山寺宏一、阪脩、山寺宏一、仲野裕、大川透、小野塚貴志,"['士郎正宗', '下村一']",9.1,6083
https://lain.bgm.tv/pic/cover/s/67/d1/876_dCfrd.jpg,CLANNAD ～AFTER STORY～,TV,4,24,2008年10月2日,石原立也,中村悠一、中原麻衣、こおろぎさとみ、井上喜久子、置鮎龍太郎、中博史、緑川光、川上とも子、広橋涼,"['Key', ""VisualArt's"", '池田和美']",9.0,13884
https://lain.bgm.tv/pic/cover/s/53/9f/237_a8aEP.jpg,攻壳机动队,剧场版,5,1,1995年11月18日,押井守,田中敦子、坂本真綾、大塚明夫、大木民夫、山寺宏一、仲野裕、家弓家正,"['士郎正宗', '沖浦啓之']",8.9,5365
https://lain.bgm.tv/pic/cover/s/fe/45/6049_tbM7S.jpg,新世纪福音战士剧场版 Air/真心为你,剧场版,6,2,1997年7月19日,未知,緒方恵美、林原めぐみ、宮村優子、三石琴乃、山口由里子、長沢美樹、清川元夢、優希比呂、子安武人,[],8.9,8443
https://lain.bgm.tv/pic/cover/s/e5/69/265_Z5Uou.jpg,新世纪福音战士,TV,7,26,1995年10月4日,庵野秀明,緒方恵美、林原めぐみ、宮村優子、三石琴乃、長沢美樹、山寺宏一、清川元夢、岩永哲哉、岩男潤子,"['GAINAX', '貞本義行']",8.9,15480
https://lain.bgm.tv/pic/cover/s/fd/60/25961_WDKz6.jpg,猫和老鼠,TV,8,161,1940年2月10日,WilliamHanna(1940–58)JosephBarbera(1940–58,,['2005)GeneDeitch(1961–62)ChuckJones(1963–67)MauriceNoble(1964–67)AbeLevitow(1965–67)TomRay(1966–67)BenWasham(1966–67)'],8.9,4969
https://lain.bgm.tv/pic/cover/s/71/37/1728_HLsCr.jpg,浪客剑心 追忆篇,OVA,9,4,1999年2月20日,古橋一浩,涼風真世、鈴木真仁、岩男潤子、池田秀一、鈴置洋孝、小粥よう子、佐々木望、関智一、岩永哲哉、高木渉,"['和月伸宏', '柳沢まさひで']",8.9,4386
https://lain.bgm.tv/pic/cover/s/5c/49/211567_pGm5Q.jpg,3月的狮子 第二季,TV,10,22,2017年10月14日,新房昭之,河西健吾、茅野愛衣、花澤香菜、久野美咲、三瓶由布子、岡本信彦、井上麻里奈、細谷佳正、三木眞一郎、杉田智和,"['羽海野チカ（白泉社ヤングアニマル連載）', '杉山延寛']",8.8,4292
https://lain.bgm.tv/pic/cover/s/73/26/110467_Fx9tT.jpg,白箱,TV,11,24,2014年10月9日,水島努,木村珠莉、佳村はるか、千菅春香、髙野麻美、大和田仁美、西地修哉、吉野裕行、山岡ゆり、松岡禎丞,"['武蔵野アニメーション', '関口可奈味']",8.8,10846
https://lain.bgm.tv/pic/cover/s/c7/55/2907_3iLtK.jpg,银河英雄传说,OVA,12,110,1988年1月8日,田中芳樹,富山敬、堀川りょう、広中雅志、佐々木望、若本規夫、森功至、榊原良子、勝生真沙子、塩沢兼人,['本木久年(1期)、久米一成(2期)、清水恵蔵(3期～)'],8.8,1428
https://lain.bgm.tv/pic/cover/s/e1/36/11834_F225g.jpg,银魂',TV,13,51,2011年4月4日,未知,杉田智和、阪口大助、釘宮理恵、菅生隆之、野中藍、高橋美佳子、ゆきのさつき、石田彰、中井和哉,[],8.7,8576
https://lain.bgm.tv/pic/cover/s/fa/af/1608_3I59P.jpg,灌篮高手,TV,14,101,1993年10月16日,井上雄彦,緑川光、塩屋翼、置鮎龍太郎、草尾毅、梁田清之、平松晶子、西村知道、田中秀幸、森川智之,[],8.8,6266
https://lain.bgm.tv/pic/cover/s/40/00/340_J14Mj.jpg,虫师,TV,15,26,2005年10月22日,長濵博史,沢城みゆき、中野裕斗、土井美加、うえだゆうじ、伊瀬茉莉也、三瓶由布子、岡明子、國分優香里、本城雄太郎、翠準子,"['漆原友紀', '馬越嘉彦']",8.7,7021
https://lain.bgm.tv/pic/cover/s/ac/1d/238_8OzU0.jpg,攻壳机动队2 无罪,剧场版,16,1,2004年3月6日,押井守,大塚明夫、田中敦子、大木民夫、山寺宏一、仲野裕、竹中直人、榊原良子,[],8.7,3964
https://lain.bgm.tv/pic/cover/s/06/63/1428_xwkMI.jpg,钢之炼金术师 FULLMETAL ALCHEMIST,TV,17,64,2009年4月5日,入江泰浩,朴璐美、釘宮理恵、高本めぐみ、石塚運昇、浪川大輔、鷹森淑乃、小山茉美、麻生美代子、津田匠子、佐々木誠二、三木眞一郎,"['荒川弘（掲載月刊『少年ガンガン』スクウェア・エニックス刊）', '菅野宏紀']",8.7,12446
https://lain.bgm.tv/pic/cover/s/3c/ec/247_MnPPU.jpg,银魂,TV,18,201,2006年4月4日,高松信司,杉田智和、矢口アサミ、阪口大助、釘宮理恵、杉本ゆう、高橋美佳子、鈴村健一、中井和哉、千葉進歩、高松信司,"['空知英秋', '竹内進二']",8.7,8116
https://lain.bgm.tv/pic/cover/s/8f/7d/839_0uIrU.jpg,蓝色恐惧,剧场版,19,1,1998年2月28日,今敏,岩男潤子、大倉正章、松本梨香,['竹内義和'],8.7,4542
https://lain.bgm.tv/pic/cover/s/c2/56/263750_56TBs.jpg,进击的巨人 第三季 Part.2,TV,20,10,2019年4月28日,諫山創（別冊少年マガジン連載／講談社）,梶裕貴、石川由依、井上麻里奈、神谷浩史、谷山紀章、三上枝織、下野紘、細谷佳正、朴璐美,[],8.6,6799
https://lain.bgm.tv/pic/cover/s/ca/f1/321_Awr1p.jpg,机动警察 和平保卫战,剧场版,21,1,1993年8月7日,押井守,大林隆介、榊原良子、竹中直人、冨永みーな、古川登志夫、郷里大輔、池水通洋、二又一成,[],8.7,1493
https://lain.bgm.tv/pic/cover/s/9b/9b/3375_33BCV.jpg,凉宫春日的消失,剧场版,22,1,2010年2月6日,武本康弘,杉田智和、茅原実里、平野綾、後藤邑子、小野大輔、桑谷夏子、松岡由貴、白石稔,"['谷川流', '池田晶子']",8.6,11553
https://lain.bgm.tv/pic/cover/s/fa/83/840_JRk3Z.jpg,千年女优,剧场版,23,1,2001年7月28日(FantasiaInternationalFilmFestival)、2002年9月14日(日本),今敏,折笠富美子、小山茉美、荘司美代子、山寺宏一、佐藤政道、飯塚昭三、小野坂昌也,['本田雄、今敏'],8.6,5857
https://lain.bgm.tv/pic/cover/s/a9/79/10380_YwP4R.jpg,命运石之门,TV,24,25,2011年4月6日,佐藤卓哉、浜崎博嗣、小林智樹(第25話),宮野真守、今井麻美、花澤香菜、関智一、田村ゆかり、後藤沙緒里、小林ゆう、桃井はるこ、てらそままさき,"['5pb.', 'Nitro+', '坂井久太']",8.6,16959
https://lain.bgm.tv/pic/cover/s/c0/a7/146457_G7nNG.jpg,瑞克和莫蒂 第三季,TV,25,10,2017-04-01,JustinRoiland、DanHarmon,Justin Roiland、Justin Roiland、Sarah Chalke、Chris Parnell、Spencer Grammer,[],8.7,1975
https://lain.bgm.tv/pic/cover/s/4e/a0/770_EvrMq.jpg,天元突破 红莲螺岩,TV,26,27,2007年4月1日,今石洋之,菅生隆之、柿原徹也、小西克幸、井上麻里奈、福井裕佳梨、伊藤静、小野坂昌也、檜山修之、中村大樹、谷山紀章,"['GAINAX', '錦織敦史']",8.6,7605
https://lain.bgm.tv/pic/cover/s/9d/fc/311_GAg3x.jpg,千与千寻,剧场版,27,1,2001年7月20日,宮崎駿,柊瑠美、入野自由、菅原文太、玉井夕海、沢口靖子、神木隆之介,[],8.6,11777
https://lain.bgm.tv/pic/cover/s/6f/ab/3302_rEfZV.jpg,福音战士新剧场版：破,剧场版,28,1,2009年6月27日,未知,緒方恵美、林原めぐみ、宮村優子、坂本真綾、三石琴乃、山口由里子、長沢美樹、石田彰、林原めぐみ,[],8.6,8413
https://lain.bgm.tv/pic/cover/s/95/f6/1962_Z1r59.jpg,大闹天宫,剧场版,29,1,1961年12月,万籁鸣,邱岳峰、于鼎、毕克、富润生、尚华、于鼎,['吴承恩'],8.6,2877
https://lain.bgm.tv/pic/cover/s/c8/50/1270_Yo7p2.jpg,水星领航员 第三季,TV,30,14,2008年1月7日,佐藤順一,葉月絵理乃、斎藤千和、広橋涼、大原さやか、皆川純子、川上とも子、河井英里、西村ちなみ、水橋かおり、松尾佳子,"['天野こずえ', '古賀誠']",8.6,1553
https://lain.bgm.tv/pic/cover/s/c5/2f/254_PLvyV.jpg,混沌武士,TV,31,26,2004年5月19日,渡辺信一郎,中井和哉、佐藤銀平、川澄綾子、石塚運昇、日髙のり子、渋谷茂、鶴ひろみ、三木眞一郎、大塚芳忠,"['Manglobe', '中澤一登']",8.5,5149
https://lain.bgm.tv/pic/cover/s/63/28/141530_LTrtw.jpg,瑞克和莫蒂 第二季,TV,32,10,2015-07-26,JustinRoiland、DanHarmon,Justin Roiland、Justin Roiland、Sarah Chalke、Chris Parnell、Spencer Grammer,[],8.6,1958
https://lain.bgm.tv/pic/cover/s/9c/c7/106207_z8288.jpg,虫师 续章 第2期,TV,33,10,2014年10月18日,長濵博史,沢城みゆき、中野裕斗、折笠富美子、土井美加,"['漆原友紀', '馬越嘉彦']",8.5,2294
https://lain.bgm.tv/pic/cover/s/db/e4/93377_QT4tY.jpg,瑞克和莫蒂 第一季,TV,34,11,2013-12-02,JustinRoiland、DanHarmon,Justin Roiland、Justin Roiland、Sarah Chalke、Chris Parnell、Spencer Grammer,[],8.5,2243
https://lain.bgm.tv/pic/cover/s/a6/33/92705_P0yq4.jpg,虫师 续章,TV,35,11,2014年4月4日,長濵博史,中野裕斗、うえだゆうじ、小林愛、日笠陽子、岸尾だいすけ、土井美加,"['漆原友紀', '馬越嘉彦']",8.5,2765
https://lain.bgm.tv/pic/cover/s/65/90/325285_4688X.jpg,奇巧计程车,TV,36,13,2021年4月5日,木下麦（P.I.C.S.）,花江夏樹、飯田里穂、木村良平、山口勝平、三森すずこ、小泉萌香、村上まなつ、昴生、亜生,"['P.I.C.S.', '木下麦・中山裕美']",8.5,4768
https://lain.bgm.tv/pic/cover/s/29/89/1015_Z2xoh.jpg,机动战士高达0080 口袋里的战争,OVA,37,6,1989年3月25日,高山文彦,辻谷耕史、林原めぐみ、浪川大輔、星野充昭、平野正人、丸尾知子、吉田小南美、増岡弘、秋元羊介,"['矢立肇、富野由悠季', '美樹本晴彦']",8.5,2394
https://lain.bgm.tv/pic/cover/s/cb/57/9717_sAVag.jpg,魔法少女小圆,TV,38,12,2011年1月7日,新房昭之,悠木碧、斎藤千和、喜多村英梨、水橋かおり、野中藍、加藤英美里、吉田聖子、新谷良子、後藤邑子,"['MagicaQuartet', '岸田隆宏']",8.5,17360
https://lain.bgm.tv/pic/cover/s/7f/c6/4019_f34f4.jpg,四叠半神话大系,TV,39,11,2010年4月22日,湯浅政明,浅沼晋太郎、吉野裕行、坂本真綾、藤原啓治、甲斐田裕子、諏訪部順一、佐藤せつじ、能登麻美子、浅沼晋太郎、檜山修之,"['森見登美彦', '伊東伸高']",8.5,6684
https://lain.bgm.tv/pic/cover/s/36/2e/848_RC9L8.jpg,蜂蜜与四叶草II,TV,40,12,2006年6月29日,長井龍雪,野島健児、神谷浩史、本田貴子、工藤晴香、杉田智和、大原さやか、高橋美佳子、釘宮理恵、うえだゆうじ、藤原啓治、皆川純子、竹若拓磨、浜田賢二,"['羽海野チカ', '島村秀一']",8.5,2890
https://lain.bgm.tv/pic/cover/s/f4/55/847_xHHqh.jpg,蜂蜜与四叶草,TV,41,24,2005年4月14日,カサヰケンイチ,神谷浩史、本田貴子、工藤晴香、杉田智和、大原さやか、高橋美佳子、うえだゆうじ、藤原啓治、三宅健太、菅生隆之,"['羽海野チカ', '島村秀一']",8.5,3898
https://lain.bgm.tv/pic/cover/s/97/c8/9622_3I0Cc.jpg,机动战士Z高达,TV,42,50,1985年3月2日,矢立肇,飛田展男、鈴置洋孝、池田秀一、松岡ミユキ、郷里大輔、榊原良子、井上和彦、森しん、小杉十郎太,['安彦良和'],8.5,1901
https://lain.bgm.tv/pic/cover/s/26/e3/298_WFVhX.jpg,天空之城,剧场版,43,1,1986年8月2日,宮崎駿,よこざわけい子、田中真弓,[],8.5,6844
https://lain.bgm.tv/pic/cover/s/1d/35/216371_5926R.jpg,莉兹与青鸟,剧场版,44,1,2018年4月21日,山田尚子,種﨑敦美、東山奈央、本田望結、本田望結、藤村鼓乃美、山岡ゆり、杉浦しおり、黒沢ともよ、朝井彩加,"['武田綾乃（宝島社文庫「響け！ユーフォニアム北宇治高校吹奏楽部、波乱の第二楽章」）', '西屋太志']",8.5,6115
https://lain.bgm.tv/pic/cover/s/1c/c6/173849_R21bS.jpg,排球少年 乌野高校 VS 白鸟泽学园高校,TV,45,10,2016年10月7日,満仲勧,村瀬歩、石川界人、日野聡、入野自由、林勇、細谷佳正、岡本信彦、内山昂輝、斉藤壮馬,['古舘春一（集英社「週刊少年ジャンプ」連載）'],8.5,2782
https://lain.bgm.tv/pic/cover/s/1e/63/93739_TZ9dS.jpg,乒乓,TV,46,11,2014年4月10日,未知,片山福十郎、内山昂輝、文晔星、木村昴、咲野俊介、屋良有作、野沢雅子、程波、津田健次郎,[],8.5,6549
https://lain.bgm.tv/pic/cover/s/02/a3/841_P6wS5.jpg,红辣椒,剧场版,47,1,2006年11月25日,今敏,林原めぐみ,['筒井康隆'],8.5,5810
https://lain.bgm.tv/pic/cover/s/04/dc/29883_jQ4Hz.jpg,新・福音战士剧场版：终,剧场版,48,1,2021年3月8日,鶴巻和哉、中山勝一、前田真宏,緒方恵美、神木隆之介、宮村優子、坂本真綾、林原めぐみ、山寺宏一、林原めぐみ、立木文彦、三石琴乃、山口由里子,"['庵野秀明', '錦織敦史、コヤマシゲト、井関修一、安野モヨコ、松原秀典']",8.5,3098
https://lain.bgm.tv/pic/cover/s/64/b3/37460_ncW1n.jpg,哆啦A梦 大山版,TV,49,1787,1979年4月2日,未知,大山のぶ代、劉傑、よこざわけい子,[],8.5,1103
https://lain.bgm.tv/pic/cover/s/ef/18/10291_8qt9P.jpg,攻壳机动队2.0,剧场版,50,1,2008年7月12日,押井守,田中敦子、大塚明夫、大木民夫、山寺宏一、仲野裕、榊原良子,[],8.5,1963
https://lain.bgm.tv/pic/cover/s/f5/a0/39923_8rQGb.jpg,新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你,剧场版,51,3,1998年3月7日,庵野秀明,,[],8.4,3420
https://lain.bgm.tv/pic/cover/s/1c/6b/315574_tLgrT.jpg,赛马娘 Pretty Derby 第二季,TV,52,13,2021年1月4日,及川啓,Machico、大西沙織、和氣あず未、高野麻里佳、大橋彩香、木村千咲、上田瞳、田所あずさ、前田佳織里,"['Cygames', '椛島洋介、辻智子']",8.4,3829
https://lain.bgm.tv/pic/cover/s/4a/be/1773_rldoC.jpg,死亡笔记,TV,54,37,2006年10月4日,荒木哲郎,宮野真守、山口勝平、中村獅童、平野綾、日髙のり子、佐々木望、松風雅也、坂本真綾、岡村麻純、斉藤貴美子,"['大場つぐみ、小畑健', '北尾勝']",8.4,9853
https://lain.bgm.tv/pic/cover/s/06/eb/310_C0oq0.jpg,幽灵公主,剧场版,55,1,1997年7月12日,宮崎駿,松田洋治、石田ゆり子、田中裕子、森繁久彌、西村雅彦、島本須美,[],8.4,5394
https://lain.bgm.tv/pic/cover/s/53/6a/1453_iZIOZ.jpg,少女革命,TV,56,39,1997年4月2日,幾原邦彦,川上とも子、渕崎ゆり子、子安武人、三石琴乃、久川綾、草尾毅、白鳥由里、今井由香、小杉十郎太,"['ビーパパス', '長谷川眞也']",8.4,2547
https://lain.bgm.tv/pic/cover/s/28/38/51_z0Ly8.jpg,CLANNAD,TV,57,23,2007年10月4日,石原立也,緒乃冬華、中村悠一、中原麻衣、野中藍、能登麻美子、広橋涼、桑島法子、神田朱未、阪口大助、榎本温子,"['Key', ""VisualArt's"", '池田和美']",8.4,12649
https://lain.bgm.tv/pic/cover/s/ff/49/1333_b2F18.jpg,剧场版 空之境界 第五章 矛盾螺旋,剧场版,58,1,2008年8月16日,平尾隆之,坂本真綾、柿原徹也、五十嵐裕美、本田貴子、中田譲治、鈴村健一、遊佐浩二、山野井仁、伊藤美紀,"['奈須きのこ', '須藤友徳、高橋タクロヲ']",8.4,6735
https://lain.bgm.tv/pic/cover/s/33/80/4583_o56Py.jpg,机动战士高达 逆袭的夏亚,剧场版,59,1,1988年3月12日,富野由悠季,古谷徹、池田秀一、鈴置洋孝、森しん、川村万梨阿、佐々木望、山寺宏一、榊原良子、弥生みつき,['北爪宏幸'],8.4,1777
https://lain.bgm.tv/pic/cover/s/0e/14/9912_LZML8.jpg,日常,TV,60,26,2011年4月2日,石原立也,本多真梨子、相沢舞、富樫美鈴、古谷静佳、今野宏美、白石稔、堀川千華、川原慶久、山本和臣,"['あらゐけいいち', '西屋太志']",8.4,11665
https://lain.bgm.tv/pic/cover/s/32/07/320_IyhUt.jpg,攻壳机动队 S.A.C. Solid State Society,TV,61,1,2006年9月1日,神山健治,田中敦子、大塚明夫、阪脩、山寺宏一、仲野裕、大川透、小野塚貴志、玉川砂記子,"['士郎正宗', 'りぱ、後藤隆幸、西尾鉄也']",8.4,2206
https://lain.bgm.tv/pic/cover/s/10/a1/124341_5oSro.jpg,水星领航员 The AVVENIRE,OVA,62,3,2015年9月26日,佐藤順一,葉月絵理乃、水橋かおり、大原さやか、斎藤千和、広橋涼、西村ちなみ、皆川純子、中原麻衣、茅野愛衣,"['天野こずえ', '音地正行']",8.4,855
https://lain.bgm.tv/pic/cover/s/76/f3/72266_p0Nxo.jpg,少女与战车 剧场版,剧场版,63,1,2015年11月21日,水島努,渕上舞、茅野愛衣、尾崎真実、中上育実、井口裕香、竹達彩奈、福圓美里、高橋美佳子、植田佳奈,['杉本功'],8.4,4085
https://lain.bgm.tv/pic/cover/s/31/1c/44693_YS9kU.jpg,剧场版 魔法少女小圆 [新篇] 叛逆的物语,剧场版,64,1,2013年10月26日,宮本幸裕,悠木碧、斎藤千和、喜多村英梨、水橋かおり、野中藍、加藤英美里、阿澄佳奈、阿澄佳奈、後藤邑子,"['MagicaQuartet', '岸田隆宏、谷口淳一郎']",8.4,6882
https://lain.bgm.tv/pic/cover/s/04/3d/120236_AffBR.jpg,排球少年 第二季,TV,65,25,2015年10月3日,古舘春一（集英社「週刊少年ジャンプ」連載）,村瀬歩、石川界人、日野聡、入野自由、林勇、細谷佳正、岡本信彦、内山昂輝、村中知、斉藤壮馬、中嶋ヒロ,[],8.3,3020
https://lain.bgm.tv/pic/cover/s/e5/34/67753_YpEae.jpg,明日之丈2,TV,66,47,1980年10月13日,未知,あおい輝彦,[],8.8,119
https://lain.bgm.tv/pic/cover/s/a5/88/1704_kwXKE.jpg,猎人,TV,67,62,1999年10月16日,古橋一浩,竹内順子、三橋加奈子、甲斐田ゆき、郷田ほづみ、高橋広樹、木村亜希子、岸祐二、高乃麗、東地宏樹、永野善一,['冨樫義博'],8.3,3000
https://lain.bgm.tv/pic/cover/s/d2/ab/176615_W4d9D.jpg,昭和元禄落语心中 -助六再临篇-,TV,68,12,2017年1月6日,畠山守（小俣真一）,関智一、石田彰、小林ゆう、牛山茂、遊佐浩二、関俊彦、小野友樹、小松未可子、加瀬康之、土師孝也,"['雲田はるこ（講談社「ITAN」連載）', '細居美恵子']",8.4,1476
https://lain.bgm.tv/pic/cover/s/49/18/295_W0vZv.jpg,风之谷,剧场版,69,1,1984年3月11日,宮崎駿,島本須美、榊原良子、Uma Thurman、納谷悟朗、Patrick Stewart、松田洋治、冨永みーな、家弓家正,[],8.3,4581
https://lain.bgm.tv/pic/cover/s/60/49/4163_E22Se.jpg,百变之星,TV,70,51,2003年4月3日,佐藤順一、平池芳正（第27话以后）,広橋涼、大原さやか、水橋かおり、中原麻衣、櫻井孝宏、西村ちなみ、渡辺明乃、折笠富美子、子安武人,[],8.4,1018
https://lain.bgm.tv/pic/cover/s/e4/dd/1959_004b0.jpg,怪物,TV,71,74,2004年4月6日,未知,木内秀信、佐々木望、能登麻美子、竹内順子、磯部勉、池田勝、安原義人、小林勝彦、家弓家正,[],8.3,2141
https://lain.bgm.tv/pic/cover/s/cd/cb/2741_q4C0T.jpg,棒球英豪,TV,72,101,1985年3月24日,あだち充,三ツ矢雄二、小宮和枝、劉傑、深見梨加、難波圭一、日髙のり子、銀河万丈、増岡弘、塩沢兼人、秋元羊介、郷里大輔、小宮和枝,[],8.3,1382
https://lain.bgm.tv/pic/cover/s/da/8c/793_3y432.jpg,Code Geass 反叛的鲁路修,TV,73,25,2006年10月5日,谷口悟朗,福山潤、大原さやか、櫻井孝宏、渡辺明乃、ゆかな、小清水亜美、南央美、名塚佳織、折笠富美子、大原さやか、杉山紀彰,['木村貴宏'],8.3,11181
https://lain.bgm.tv/pic/cover/s/1b/e9/113292_z4z21.jpg,JOJO的奇妙冒险 星尘斗士 埃及篇,TV,74,24,2015年1月9日,津田尚克,小野大輔、高森奈津美、石塚運昇、三宅健太、平川大輔、福圓美里、子安武人、藤村歩、小松史法、銀河万丈、松本保典、勝杏里,"['荒木飛呂彦（集英社ジャンプコミックス刊）', '小美野雅彦、町田真一（副人物设定、替身设计）、光田史亮（替身设计）']",8.3,5928
https://lain.bgm.tv/pic/cover/s/0f/50/262897_d3555.jpg,摇曳露营△ 第二季,TV,75,13,2021年1月7日,京極義昭,東山奈央、花守ゆみり、原紗友里、豊崎愛生、高橋李依、黒沢ともよ、伊藤静、井上麻里奈、松田利冴,"['あfろ（芳文社「COMICFUZ」掲載）', '佐々木睦美']",8.3,3472
https://lain.bgm.tv/pic/cover/s/af/da/822_9y55j.jpg,FLCL,OVA,76,6,2000年4月26日,鶴巻和哉,水樹洵、新谷真弓、笠木泉、伊藤実華、宮島章、鈴木和人、福井裕佳梨、松尾スズキ、糸博,"['GAINAX', '貞本義行']",8.3,4385
https://lain.bgm.tv/pic/cover/s/cd/dd/335036_e2Kg2.jpg,英雄联盟：双城之战,WEB,77,9,2021年11月7日,PascalCharrue、ArnaudDelord、JérômeCombe,刘校妤、上坂すみれ、聂曦映、Ella Purnell、小林ゆう、贺文潇、Hailee Steinfeld、歪歪、Harry Lloyd、甲斐田裕子、刘校妤、刘琮、JB Blanc、张杰、畠中祐、苏尚卿,[],8.3,1530
https://lain.bgm.tv/pic/cover/s/ae/c8/246001_RmCfM.jpg,我的三体 章北海传,WEB,78,9,2020年1月21日,神游八方（李圳宜）,贺文潇、刘若班、刘琮、钱琛,['刘慈欣'],8.3,1268
https://lain.bgm.tv/pic/cover/s/e2/50/3553_C9ccy.jpg,∀高达,TV,79,50,1999年4月9日,富野由悠季,朴璐美、高橋理恵子、村田秋乃、高橋理恵子、青羽剛、稲田徹、小林愛、野島昭生、桐本拓哉,['矢立肇、富野由悠季'],8.3,1268
https://lain.bgm.tv/pic/cover/s/64/7c/1671_vQ2W9.jpg,化物语,TV,80,15,2009年7月3日,新房昭之,神谷浩史、斎藤千和、加藤英美里、沢城みゆき、花澤香菜、堀江由衣、堀江由衣、櫻井孝宏,"['西尾維新「化物語」（講談社BOX）', '渡辺明夫']",8.3,12406
https://lain.bgm.tv/pic/cover/s/a7/86/147068_60GJJ.jpg,3月的狮子,TV,81,22,2016年10月8日,新房昭之,内山夕実、河西健吾、茅野愛衣、花澤香菜、久野美咲、三瓶由布子、岡本信彦、櫻井孝宏、井上麻里奈、細谷佳正、三木眞一郎,"['羽海野チカ（白泉社ヤングアニマル連載）', '杉山延寛']",8.3,4758
https://lain.bgm.tv/pic/cover/s/64/51/8621_MPPls.jpg,战斗之魂Brave,TV,82,50,2010年9月12日,西森章,緒乃冬華、川澄綾子、浪川大輔、小野大輔、柿原徹也、伊藤かな恵、ゆきのさつき、櫻井孝宏、浜田賢二,"['矢立肇', '湯本佳典,石川てつや']",8.9,91
https://lain.bgm.tv/pic/cover/s/df/f8/3128_4QNAH.jpg,数码宝贝大冒险,TV,83,54,1999年3月7日,中鶴勝祥,藤田淑子、水谷優子、風間勇刀、天神有海、前田愛、皛四白、小西寛子、菊池正美、荒木香衣、坂本千夏,[],8.3,5060
https://lain.bgm.tv/pic/cover/s/eb/09/33352_J6F40.jpg,爆漫王。3,TV,84,25,2012年10月6日,カサヰケンイチ、秋田谷典昭,阿部敦、日野聡、早見沙織、矢作紗友里、岡本信彦、利根健太朗、藤村歩、諏訪部順一、志村知幸,"['大場つぐみ、小畑健', '下谷智之']",8.3,3122
https://lain.bgm.tv/pic/cover/s/7f/7c/2734_SL2ol.jpg,星空清理者,TV,85,26,2003年10月4日,未知,ゆきのさつき、田中一成、折笠愛、渡辺久美子、子安武人、後藤哲夫、伊藤舞子、岡田吉弘、こおろぎさとみ,[],8.3,2423
https://lain.bgm.tv/pic/cover/s/fc/49/860_6qo6D.jpg,星际牛仔 天国之扉,剧场版,86,1,2001年9月1日,矢立肇,山寺宏一、Steven Blum、石塚運昇、林原めぐみ、Wendee Lee、多田葵、磯部勉、小林愛、山寺宏一、屋良有作,[],8.3,3482
https://lain.bgm.tv/pic/cover/s/c3/61/605_CZYx4.jpg,棋魂,TV,87,75,2001年10月10日,西澤晋、神谷純、えんどうてつや,川上とも子、千葉進歩、小林沙苗、津村まこと、藤原啓治、高木礼子、櫻井孝宏、伊藤和晃、榎本温子,"['ほったゆみ、小畑健', '本橋秀之、関口可奈味、上田美由紀、芝美奈子']",8.3,3162
https://lain.bgm.tv/pic/cover/s/3c/94/1856_QFtne.jpg,十二国记,TV,88,45,2002年4月9日,小林常夫、栗原ひばり(40話のみ),久川綾、子安武人、屈中恆、相沢まさき、山口勝平、石津彩、釘宮理恵、岡野浩介、鈴村健一、屈中恆、岡野浩介、勝生真沙子、若林直美,"['小野不由美', '田中比呂人、楠本祐子']",8.3,2555
https://lain.bgm.tv/pic/cover/s/ad/13/315_Z84F1.jpg,钢之炼金术师,TV,89,51,2003年10月4日,水島精二,朴璐美、釘宮理恵、豊口めぐみ、釘宮理恵、江原正士、鷹森淑乃、豊口めぐみ、麻生美代子、津田匠子、佐々木誠二,"['荒川弘', '伊藤嘉之']",8.3,6206
https://lain.bgm.tv/pic/cover/s/09/9c/41568_LhL6X.jpg,歌牌情缘2,TV,90,25,2013年1月11日,浅香守生,瀬戸麻沙美、宮野真守、寺崎裕香、細谷佳正、奈良徹、茅野愛衣、代永翼、潘めぐみ、入野自由、中道美穂子,['末次由紀（講談社「BE・LOVE」連載）'],8.3,2998
https://lain.bgm.tv/pic/cover/s/5a/dc/47576_5gU11.jpg,银魂' 延长战,TV,91,13,2012年10月4日,未知,杉田智和、釘宮理恵、阪口大助、高橋美佳子、高松信司、石田彰、ゆきのさつき、中井和哉、小林ゆう,[],8.3,2839
https://lain.bgm.tv/pic/cover/s/e0/04/1269_8hpU3.jpg,水星领航员 第二季,TV,92,26,2006年4月2日,佐藤順一,葉月絵理乃、斎藤千和、広橋涼、大原さやか、皆川純子、川上とも子、河井英里、西村ちなみ、水橋かおり、松尾佳子,"['天野こずえ', '古賀誠']",8.3,1526
